key,rule,severity,component,project,line,status,message,effort,creationDate,updateDate,type
AXoLWbTma0Lx9_s-Z9e5,csharpsquid:S4830,CRITICAL,tarjetas.ms-resumenes:Spv.Resumenes.Api/Clients/HttpClientServiceExtension.cs,tarjetas.ms-resumenes,37,OPEN,Enable server certificate validation on this SSL/TLS connection,5min,2021-06-14T13:27:38-0300,2021-06-14T13:27:38-0300,VULNERABILITY
AXoLWbTma0Lx9_s-Z9e6,csharpsquid:S4830,CRITICAL,tarjetas.ms-resumenes:Spv.Resumenes.Api/Clients/HttpClientServiceExtension.cs,tarjetas.ms-resumenes,52,OPEN,Enable server certificate validation on this SSL/TLS connection,5min,2021-06-14T13:27:38-0300,2021-06-14T13:27:38-0300,VULNERABILITY
