key,rule,severity,component,project,line,status,message,effort,creationDate,updateDate,type
AXnSwAkLa0Lx9_s-mkmE,csharpsquid:S4830,CRITICAL,pago-a-proveedores.ms-pap-swift:spv.pap.swift2sipap.Api/Clients/HttpClientServiceExtension.cs,pago-a-proveedores.ms-pap-swift,37,OPEN,Enable server certificate validation on this SSL/TLS connection,5min,2021-06-03T13:41:00-0300,2021-06-03T13:41:00-0300,VULNERABILITY
AXnSwAkLa0Lx9_s-mkmF,csharpsquid:S4830,CRITICAL,pago-a-proveedores.ms-pap-swift:spv.pap.swift2sipap.Api/Clients/HttpClientServiceExtension.cs,pago-a-proveedores.ms-pap-swift,56,OPEN,Enable server certificate validation on this SSL/TLS connection,5min,2021-06-03T13:41:00-0300,2021-06-03T13:41:00-0300,VULNERABILITY
