key,rule,severity,component,project,line,status,message,effort,creationDate,updateDate,type
AXpZFu7ka0Lx9_s-ppbl,javascript:S5542,BLOCKER,zonas-redes.api-zonas-redes:api/services/encryptionService.js,zonas-redes.api-zonas-redes,13,OPEN,Use a secure mode and padding scheme.,,2021-06-29T15:44:58-0300,2021-06-29T15:44:58-0300,VULNERABILITY
